Reporting Starts,Reporting Ends,Ad Name,Impression Device,Delivery,Amount Spent (USD),Amount Spent Today (USD),Unique CTR (Link Click-Through Rate),Relevance Score,CTR (All),CTR (Link Click-Through Rate),CPC (Cost per Link Click) (USD),Cost per Website Content Views (USD),Cost per Website Checkout Initiated (USD),Cost per Website Registration Completed (USD),Cost per Website Lead (USD),Cost per Website Search (USD),Cost per Website Add to Wishlist (USD),Cost per Page Like (USD),Video Percentage Watched,Cost per 10-Second Video View (USD),Post Reactions,Post Comments,Post Shares,Positive Feedback,Link Clicks,Website Registrations Completed,Website Leads,Website Purchases,Website Checkouts Initiated Conversion Value,Website Adds to Wishlist,Website Checkouts Initiated,Website Searches,Video Watches at 50%,Video Watches at 75%,Reach,Results,Result Indicator,3-Second Video Views,Video Average Watch Time,Button Clicks
2017-06-01,2017-06-30,ProBook1_subcardevmix2_AllD,iPad,not_delivering,0.16,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,0:00:00,
2017-06-01,2017-06-30,Retarg2_Meetme1_20170617_AllD_adtxt,iPad,not_delivering,0,0,0,,20,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkPage,iPad,not_delivering,0.04,0,20,,16.66666667,16.66666667,0.04,,,,,,,,0,,,,,,1,,,,,,,,,,5,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,SFSMixRTP_Meetme1_20170617_AllD_adtxt,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LdLkSubUS_AllD,iPad,not_delivering,0.39,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,27,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadLkNoSA_MW_en_AllD,iPad,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,20,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_SFSMixRTP_AllD,iPad,not_delivering,0.4,0,0,,4.761904762,,,,,,,,,,0,,1,,,,,,,,,,,,,,21,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkSecret_wlrd,iPad,not_delivering,0.06,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg25,iPad,not_delivering,0.06,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Mot1_Broad2534,iPad,not_delivering,0.04,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_PgEng_CarDev,iPad,not_delivering,0.01,0,0,,100,,,,,,,,,,0,,1,,,,,,,,,,,,,,1,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg50_AllD,iPad,not_delivering,0.47,0,0,,3.571428571,,,,,,,0.47,,,0,,,,,,,,,,,,,1,,,27,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_Nigeria_IntlFPowCarPGrad_2562_AllD_Engage,iPad,not_delivering,0.03,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,28,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_IntlminiFPowCarPGrad_2544_AllD_Engage,iPad,not_delivering,0.27,0,7.407407407,,11.11111111,7.407407407,0.135,,,,,,,,0,,,,,,2,,,,,,,,,,27,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook_xPg_SendLane2544,iPad,not_delivering,1,0,0.724637681,,0.352112676,0.352112676,1,,,,,,,,0,,,,,,1,,,,,,,,,,138,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur,iPad,not_delivering,0.54,0,0,,3.333333333,,,,,,,,,,0,,,,,,,,,,,,,,,,20,,,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_Probk_4562Meetme1_20170617_AllD_adtxt,iPad,not_delivering,1.35,0,5.882352941,,17.64705882,5.882352941,1.35,,,,,,,,0,,,,,,1,,,,,,,,,,17,1,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,ProBook1_2544LdLkSubUS_AllD,iPad,not_delivering,0.09,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_Probk_2544Meetme1_20170617_AllD_adtxt,iPad,not_delivering,0,0,0,,7.692307692,,,,,,,,,,0,,,,,,,,,,,,,,,,13,,,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_Probk_Meetme1_20170617_AllD_adtxt,iPad,not_delivering,0,0,0,,6.25,,,,,,,,,,0,,,,,,,,,,,,,,,,16,,,,0:00:00,
2017-06-01,2017-06-30,PMv1_Retarg_AllD,iPad,not_delivering,0.08,0,0,,0,,,,,,,,,,22.75,0.04,,,,,,,,,,,,,1,1,9,3,actions:video_view,3,0:00:21,
2017-06-01,2017-06-30,LdLkSubUS_2544_Meetme1_20170617_AllD_adtxt,iPad,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,31,,,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_pgdir_2544subCarDevmix2,iPad,not_delivering,0.01,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,0:00:00,
2017-06-01,2017-06-30,PMv1_Mot1Broad_2534,iPad,not_delivering,0.08,0,0,,0,,,,,,,,,,3.27,,,,,,,,,,,,,,,,8,5,actions:video_view,5,0:00:03,
2017-06-01,2017-06-30,ProBook1_LeadLkWlrd_MW_en_AllD,iPad,not_delivering,0.05,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg25_AllD,iPad,not_delivering,0.08,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,iPhone,not_delivering,5.37,0,0.621118012,,3.179190751,0.578034682,2.685,2.685,,,,,,,16.44,0.179,,,,,2,,,,,,,,12,4,322,2,actions:offsite_conversion.fb_pixel_view_content,95,0:00:06,
2017-06-01,2017-06-30,ProBook1_2544LdLkSubUS_AllD,iPhone,not_delivering,2.73,0,0,,1.935483871,,,,,,,2.73,,2.73,0,,3,,1,,,,,,,,,1,,,304,4,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ShEmLeadVid2zmlng_lin_Met3554_Mobile,iPhone,not_delivering,3.21,0,1.282051282,,4.294478528,1.226993865,1.605,,,,,,,,0,,1,,,,2,,,,,,,,,,156,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LdCLkUS_AllD,iPhone,not_delivering,0.94,0,0,,3.636363636,,,,,,,,,,0,,,,,,,,,,,,,,,,54,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Lk75AnyVid2444_AllD,iPhone,not_delivering,0.74,0,0,,1.086956522,,,,,,,,,,0,,,,,,,,,,,,,,,,90,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_PgEng_CarDev,iPhone,not_delivering,0.54,0,0,,2.43902439,,,,,,,,,,0,,1,,,,,,,,,,,,,,41,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_2544_Meetme1_20170617_AllD_adtxt,iPhone,not_delivering,2.64,0,0.217391304,,4,0.216216216,1.32,2.64,,,2.64,,,2.64,0,,2,,,,2,,1,,,,,,,,920,2,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LdLkCarMotRTP_And,iPhone,not_delivering,3.82,0,0.833333333,,10.70110701,0.73800738,1.91,,,,,,,3.82,0,,1,,,,2,,,,,,,,,,240,1,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_LkSecretMW_US,iPhone,not_delivering,2.55,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,354,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg25_AllD,iPhone,not_delivering,2.04,0,1.19047619,,2.808988764,1.123595506,1.02,,,2.04,,2.04,,,0,,,,,,2,1,,,,,,1,,,168,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,shrtLeadVid2zmlng_lin_hotmet3554_Mobile,iPhone,not_delivering,1.48,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,64,,,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_Probk_4562Meetme1_20170617_AllD_adtxt,iPhone,not_delivering,0,0,0,,4.032258065,,,,,,,,,,0,,2,,,,,,,,,,,,,,123,,,,0:00:00,
2017-06-01,2017-06-30,emailLeadVid2zmlng_lin_hotmet3554_Mobile,iPhone,not_delivering,1.63,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,54,,,,0:00:00,
2017-06-01,2017-06-30,"Post: ""EQ is so 2016...Join me to 'Boost your...""",iPhone,not_delivering,10.46,0,0,,0.999091735,,,,,,,,,,0,,15,,,,,,,,,,,,,,856,17,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,iPhone,not_delivering,4.3,0,1.408450704,,4.72972973,1.689189189,0.86,0.86,,,,,,,17.73,0.122857143,,,,,5,,,,,,,,11,8,284,5,actions:offsite_conversion.fb_pixel_view_content,85,0:00:08,
2017-06-01,2017-06-30,ProBook1_LeadSendLkUKSA_AllD,iPhone,not_delivering,0.16,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,56,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Mot1_Broad2534,iPhone,not_delivering,2.24,0,0,,0.699300699,,,,,,,,,,0,,2,,,,,,,,,,,,,,125,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_subPharmSls_VidView,iPhone,not_delivering,1.65,0,0,,2.822580645,,,,,,,,,,19.28,0.038372093,,,,,,,,,,,,,17,7,248,131,actions:video_view,131,0:00:06,
2017-06-01,2017-06-30,ProBook_Pg_LkDev_3544_hotmet,iPhone,not_delivering,3.88,0,0.595238095,,2.173913043,0.543478261,3.88,,,1.94,,1.94,,,0,,,,,,1,2,,,,,,2,,,168,2,actions:offsite_conversion.fb_pixel_complete_registration,,0:00:00,
2017-06-01,2017-06-30,ProBook_Pg_LeadSendLkUKSA,iPhone,not_delivering,0.72,0,1.639344262,,1.538461538,1.538461538,0.72,,,,,0.72,,,0,,,,,,1,,,,,,,1,,,61,,,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_CHG!$100k+_Probk_Meetme1_20170718_AllD_adtxt,iPhone,not_delivering,1.53,0,0.433839479,,4.790419162,0.399201597,0.765,,,,,1.53,,,0,,1,,,,2,,,,,,,1,,,461,2,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur - Copy,iPhone,not_delivering,0.4,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,29,,,,0:00:00,
2017-06-01,2017-06-30,OfficePolitics_LkAL_RTP_Charlotte,iPhone,not_delivering,1.1,0,0,,0,,,,,,,,,,0,,9,,,,,,,,,,,,,,73,9,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_PgLike_VidView,iPhone,not_delivering,0.65,0,0,,3.125,,,,,,,,,,22.93,0.065,1,,1,,,,,,,,,,5,4,64,26,actions:video_view,26,0:00:07,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_CarMotMet3554_380k_Mobile - Copy,iPhone,not_delivering,1.12,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,36,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_2534$75+Inc_LdLkSubUS_Mob,iPhone,not_delivering,6.84,0,0.330250991,,0.598802395,0.299401198,1.368,,,,,2.28,,,0,,,,1,,5,,,,,,,3,,,1514,6,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_CarMotMet3554_AllD,iPhone,not_delivering,1.94,0,0.751879699,,1.408450704,0.704225352,1.94,,,,,,,,0,,1,,,,1,,,,,,,,,,133,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ShLeadVid2zmlng_lin_CarMotMet3554_AllD,iPhone,not_delivering,1.52,0,3.333333333,,6.666666667,3.333333333,1.52,,,,,,,,0,,,,,,1,,,,,,,,,,30,,,,0:00:00,
2017-06-01,2017-06-30,Retarg2_Meetme1_20170617_AllD_adtxt,iPhone,not_delivering,2.72,0,1.123595506,,3.825136612,1.092896175,1.36,2.72,,,,,,,0,,,,,,2,,,,,,,,,,178,2,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_sub75vid_VidView,iPhone,not_delivering,0.54,0,0,,3.703703704,,,,,,,,,,24.09,0.06,,,,,,,,,,,,,7,5,53,32,actions:video_view,32,0:00:08,
2017-06-01,2017-06-30,ShEmLeadVid2zmlng_lin_LdCLkCarMotRTP3544_MobAnd,iPhone,not_delivering,1.13,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,39,,,,0:00:00,
2017-06-01,2017-06-30,Pwr_FearLightVid_Comp,iPhone,not_delivering,5.95,0,0.726392252,,4.328018223,0.911161731,1.4875,2.975,,,,,,,14.55,0.1859375,,,,,4,,,,,,,,14,10,413,2,actions:offsite_conversion.fb_pixel_view_content,122,0:00:05,
2017-06-01,2017-06-30,ProBook1_SFSMixRTP2534_AllD,iPhone,not_delivering,1.15,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,140,,,,0:00:00,
2017-06-01,2017-06-30,ShEmLeadVid2zmlng_lin_LdCLkRTP_AllD,iPhone,not_delivering,1.49,0,0,,3.157894737,,,,,,,,,,0,,,,,,,,,,,,,,,,95,,,,0:00:00,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg25,iPhone,not_delivering,2.7,0,0,,1.680672269,,,,,,,,,,0,,4,,,,,,,,,,,,,,105,4,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ShEmLeadVid2zmlng_lin_LdCLkRTPPgrad_Mobile,iPhone,not_delivering,0.67,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,41,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Teach,iPhone,not_delivering,4.63,0,0.160771704,,0.628930818,0.157232704,4.63,,,4.63,,2.315,,,0,,2,,1,,1,1,,,,,,2,,,622,4,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ShEmLeadVid2zmlng_lin_LdCLkUS_AllD,iPhone,not_delivering,1.48,0,0.826446281,,1.503759398,0.751879699,1.48,,,,,,,,0,,,,,,1,,,,,,,,,,121,,,,0:00:00,
2017-06-01,2017-06-30,Scared_Vid_SubAAMotHot,iPhone,rejected,0.44,0,0,,2.06185567,,,,,,,,,,31.47,0.019130435,,,,,,,,,,,,,19,10,97,60,actions:video_view,60,0:00:08,
2017-06-01,2017-06-30,ProBook1_Retarg75_AllD,iPhone,not_delivering,0.7,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,91,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_2634SFSmixRTPPgradCar+_AllD,iPhone,not_delivering,3.68,0,0,,5.238095238,,,,,,,,,,0,,,,,,,,,,,,,,,,183,1,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,EQ_PGeorgeTalk_LkEntre,iPhone,not_delivering,0.21,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,30,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_RTPPgradCardev4562_Mobile,iPhone,not_delivering,3.96,0,1.973684211,,12.94117647,1.764705882,1.32,,,,,,,,0,,1,,,,3,,,,,,,,,,152,2,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_Probk_Meetme1_20170617_AllD_adtxt,iPhone,not_delivering,0,0,0,,3.361344538,,,,,,,,,,0,,1,,,,,,,,,,,,,,355,,,,0:00:00,
2017-06-01,2017-06-30,PMv1_SFSmixRTP2634_AllD,iPhone,not_delivering,1.56,0,0.492610837,,0.454545455,0.454545455,1.56,,,,,,,,3.13,0.312,,,,,1,,,,,,,,2,,203,43,actions:video_view,43,0:00:02,
2017-06-01,2017-06-30,ProBook1_Lk_Lifehack_AllD,iPhone,not_delivering,0.49,0,0,,0.571428571,,,,,,,,,,0,,,,,,,,,,,,,,,,169,,,,0:00:00,
2017-06-01,2017-06-30,"Post: ""EQ is so 2016...Join me to 'Boost your...""",iPhone,not_delivering,0.13,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,54,,,,0:00:00,
2017-06-01,2017-06-30,subcardevmix2_Probk_Meetme1_20170718_AllD_adtxt,iPhone,not_delivering,1.52,0,0.581395349,,4.432132964,0.55401662,0.76,1.52,,,1.52,,,,0,,1,,,,2,,1,,,,,,,,344,2,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Lk75AnyVid_AllD,iPhone,not_delivering,0.3,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,35,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_SFSmixRTP_SFSRTPPgrad_Mobile,iPhone,not_delivering,51.27,0,0.940228341,,8.156862745,0.732026144,1.831071429,10.254,,,,25.635,,17.09,0,,12,,,,28,,,,,,,2,,,2978,16,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,EQ_LkLkPGeorgeMW,iPhone,not_delivering,0.18,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,25,,,,0:00:00,
2017-06-01,2017-06-30,1Ryan_LinkedIn_RTPPgrad_2244_Mobile_Women,iPhone,not_delivering,0,0,0,,16.66666667,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg25city_DevPgradAllD,iPhone,not_delivering,0.68,0,1.063829787,,1.052631579,1.052631579,0.68,,,,,,,,0,,,,,,1,,,,,,,,,,94,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_CarMotMet3554_380k_Mobile,iPhone,not_delivering,10.19,0,0.366748166,,7.735426009,0.33632287,3.396666667,10.19,,10.19,,5.095,,10.19,0,,2,,1,,3,1,,,,,,2,,,818,3,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,1Ryan_LinkedIn_RTPPgradSFSMix_2244_Mobile_Women,iPhone,not_delivering,0,0,0,,1.5625,,,,,,,,,,0,,,,,,,,,,,,,,,,64,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Issa_AllD,iPhone,not_delivering,0.56,0,0.487804878,,0.440528634,0.440528634,0.56,,,,,,,,0,,,,,,1,,,,,,,,,,205,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Div_PwrPg_LikePg,iPhone,not_delivering,2.35,0,0,,1.351351351,,,,,,,,,,0,,10,,,,,,,,,,,,,,72,10,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur,iPhone,not_delivering,9.45,0,1.761252446,,3.717472119,1.239157373,0.945,,,0.726923077,,0.675,,,0,,12,,1,,10,13,,,,,,14,,,511,23,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmln_DejFir_SFSBmixRTP2634_AllD,iPhone,not_delivering,1.43,0,0,,1.851851852,,,,,,,,,,0,,,,,,,,,,,,,,,,53,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Retarg25_AllD,iPhone,not_delivering,2.99,0,0.36900369,,0.920810313,0.368324125,1.495,,,,,0.996666667,,,0,,,,,,2,,,,,,,3,,,542,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,EQ_PJCounty_subcardevmix2_75k+,iPhone,not_delivering,0.24,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,53,,,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LeadLklikeWrld_Mobile,iPhone,not_delivering,3.41,0,1.635514019,,18.18181818,1.446280992,0.487142857,1.705,0.8525,1.705,3.41,1.705,,1.136666667,0,,,,1,,7,2,1,,40,,4,2,,,428,5,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,Offer1_oldvidProBook_CarMotMet3554,iPhone,not_delivering,0.86,0,0.377358491,,1.071428571,0.357142857,0.86,,,,,,,,9.51,0.031851852,,,,,1,,,,,,,,6,3,265,1,actions:link_click,98,0:00:05,
2017-06-01,2017-06-30,ProBook_xPg_SendLane2544,iPhone,not_delivering,17.69,0,0.926998841,,0.978844332,0.536785602,1.040588235,0.421190476,0.570645161,0.655185185,,0.520294118,5.896666667,,0,,3,,,,17,27,,,310,3,31,34,,,1726,27,actions:offsite_conversion.fb_pixel_complete_registration,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LeadLkNoSA_MW_en_AllD,iPhone,not_delivering,0.6,0,0.476190476,,0.784313725,0.392156863,0.6,,,,,0.6,,,0,,,,,,1,,,,,,,1,,,210,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,PMv1_Subcardevmix2_AllD,iPhone,not_delivering,0.29,0,0,,0,,,,,,,,,,3.58,0.29,,,,,,,,,,,,,,,44,14,actions:video_view,14,0:00:03,
2017-06-01,2017-06-30,1Ryan_LinkedIn_CarDevMix18_62_ExFBMobile_Women,iPhone,not_delivering,1.21,0,4,,8,4,1.21,,,,,,,,0,,,,,,1,,,,,,,,,,25,1,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,HuffPost2_pgdir_2544_subCarDevmix2,iPhone,not_delivering,2.79,0,0.465116279,,5.777777778,0.444444444,2.79,,,,,,,2.79,0,,8,,,,1,,,,,,,,,,215,9,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_LdLkSubUS_4562_AllD,iPhone,not_delivering,12.04,0,0.740740741,,11.48648649,0.675675676,2.408,,,,,,,12.04,0,,6,,,,5,,,,,,,,,,675,4,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_SFSmixRTP_Mobile,iPhone,not_delivering,0.96,0,2.272727273,,11.36363636,2.272727273,0.96,,,0.96,,0.96,,,0,,,,,,1,1,,,,,,1,,,44,1,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_hotvid_CarMotMet3554_subpharmslsbroad_Mobile,iPhone,not_delivering,0,0,0,,2.994011976,,,,,,,,,,7.82,0,,,,,,,,,,,,,6,3,323,,,93,0:00:04,
2017-06-01,2017-06-30,ProBook1_Retarg50_AllD,iPhone,not_delivering,9.13,0,0.651890482,,2.051282051,0.615384615,1.521666667,,,2.2825,,1.521666667,,4.565,0,,3,,,,6,4,,,,,,6,,,767,9,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,ProBook1_subcardevmix2_2544_AllD,iPhone,not_delivering,2.01,0,0,,1.295336788,,,,,,,,,,0,,1,,,,,,,,,,,,,,360,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_ALLRTPPgrad_RTPPgrad4554_Mobile,iPhone,not_delivering,9.75,0,0.227272727,,7.597535934,0.205338809,9.75,4.875,,,,,,,0,,1,,,,1,,,,,,,,,,440,1,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,LeadVid2zmlng_lin_Retarg_AllD,iPhone,not_delivering,12.18,0,1.069518717,,5.844155844,0.649350649,1.218,4.06,,,,12.18,,,0,,,,,,10,,,,,,,1,,,935,4,actions:leadgen.other,,0:00:00,
2017-06-01,2017-06-30,PGPres_201706_OppIQ_LikePage,iPhone,not_delivering,0.85,0,0,,1.25,,,,,,,,,,0,,1,,,,,,,,,,,,,,65,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,LdLkSubUS_Probk_2544Meetme1_20170617_AllD_adtxt,iPhone,not_delivering,1.5,0,0.343642612,,2.054794521,0.342465753,1.5,0.75,,,,,,,0,,2,,,,1,,,,,,,,,,291,1,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,ProBook1_Sub100k+_AllD,iPhone,not_delivering,1.1,0,0,,0.364963504,,,,,,,,,,0,,,,,,,,,,,,,,,,273,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LifehackW_AllD,iPhone,not_delivering,0.67,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,246,,,,0:00:00,
2017-06-01,2017-06-30,ProBook1_LkPageUSCanEur_2544,iPhone,not_delivering,1.06,0,0,,2.127659574,,,,1.06,,,,,,0,,1,,,,,,,,10,,1,,,,89,1,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,PMv1_Mot1Broad_2534,iPhone,not_delivering,0.4,0,0,,0,,,,,,,,,,5.01,0.08,,,,,,,,,,,,,1,1,68,21,actions:video_view,21,0:00:04,
2017-06-01,2017-06-30,lkDev$75k+_Probk_Meetme1_20170718_AllD_adtxt,iPhone,not_delivering,2.5,0,0.653594771,,3.246753247,0.649350649,2.5,,,,,,,,0,,,,,,1,,,,,,,,,,153,1,actions:link_click,,0:00:00,
2017-06-01,2017-06-30,JLR_Vid_retarg50,iPhone,rejected,3.5,0,0.491400491,,3.278688525,0.468384075,1.75,1.75,1.75,,,,,,31.63,0.034653465,,,1,,2,,,1,20,,2,,84,46,407,245,actions:video_view,245,0:00:08,
2017-06-01,2017-06-30,sub_mix_SFS_Meetme1_oldvid_mobile_adtxt_20170620,iPhone,not_delivering,0,0,0,,0,,,,,,,,,,6.51,0,,,,,,,,,,,,,,,62,,,23,0:00:03,
2017-06-01,2017-06-30,ProBook1_2544$100k+SendLaneUS_AllD,iPhone,not_delivering,0.16,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,78,,,,0:00:00,
2017-06-01,2017-06-30,1Ryan_LinkedIn_Lk2534Mob_CarDevMix18_62_Mobile_Women,iPhone,not_delivering,0,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,249,,,,0:00:00,
2017-06-01,2017-06-30,Retarg_SFS_Pwrmoves_Meetme1_oldvid_AllD_adtxt_20170620,iPhone,not_delivering,4.25,0,3.157894737,,5.263157895,3.157894737,1.416666667,,,,,0.607142857,,,13.01,0.265625,,,,,3,,,,,,,7,4,3,95,3,actions:link_click,36,0:00:07,
2017-06-01,2017-06-30,Jun23talk_SavCar_Pg_Retarg25_CarMot,iPhone,not_delivering,1.73,0,0,,0.427350427,,,,,,,,,,0,,,,,,,,,,,,,,,,221,,,,0:00:00,
2017-06-01,2017-06-30,JLRFearLight_subcardevmix2_VidView,iPhone,not_delivering,3.34,0,0,,3.562340967,,,,,,,,,,29.55,0.027377049,2,,1,,,,,,,,,,63,48,388,267,actions:video_view,267,0:00:10,
2017-06-01,2017-06-30,ProBook1_SFSMixRTP_AllD,iPhone,not_delivering,3.71,0,0.67114094,,2.48447205,0.621118012,1.855,,,,,3.71,,,0,,,,,,2,,,,,,,1,,,298,2,actions:post_engagement,,0:00:00,
2017-06-01,2017-06-30,Diversity_PwrMoves_LkDev75k+,iPhone,not_delivering,2.2,0,0.518134715,,3.414634146,0.487804878,2.2,2.2,,,,,,,0,,2,,,,1,,,,,,,,,,193,1,actions:offsite_conversion.fb_pixel_view_content,,0:00:00,
2017-06-01,2017-06-30,PMv1_Retarg_AllD,iPhone,not_delivering,0.83,0,0,,0.980392157,,,,,,,,,,6.63,0.048823529,,,,,,,,,,,,,2,,96,49,actions:video_view,49,0:00:06,
